benefit_name,topic_ids,tree_paths
0240 - All inclusive ancillary general classification,23761,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/INPATIENT ALL INCLUSIVE ANCILLARY SERVICES/0240 - ALL INCLUSIVE ANCILLARY GENERAL CLASSIFICATION
0241 - All inclusive ancillary basic,23762,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/INPATIENT ALL INCLUSIVE ANCILLARY SERVICES/0241 - ALL INCLUSIVE ANCILLARY BASIC
0242 - All Inclusive ancillary comprehensive,23763,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/INPATIENT ALL INCLUSIVE ANCILLARY SERVICES/0242 - ALL INCLUSIVE ANCILLARY COMPREHENSIVE
0243 - All inclusive ancillary specialty,23764,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/INPATIENT ALL INCLUSIVE ANCILLARY SERVICES/0243 - ALL INCLUSIVE ANCILLARY SPECIALTY
0249 - Other All Inclusive Ancillary,23765,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/INPATIENT ALL INCLUSIVE ANCILLARY SERVICES/0249 - OTHER ALL INCLUSIVE ANCILLARY
0250 - General classification for pharmacy,23970,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/MEDICATIONS/PHARMACY/0250 - GENERAL CLASSIFICATION FOR PHARMACY FOR PHARMACY
0251 - Generic Drugs,23971,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/MEDICATIONS/PHARMACY/0251 - GENERIC DRUGS
0252 - Non-generic Drugs,23972,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/MEDICATIONS/PHARMACY/0252 - NON-GENERIC DRUGS
0253 - Take Home Drugs,23973,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/MEDICATIONS/PHARMACY/0253 - TAKE HOME DRUGS
0254 - Drugs Incident to Other Diagnostic Services,23974,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/MEDICATIONS/PHARMACY/0254 - DRUGS INCIDENT TO OTHER DIAGNOSTIC SERVICES
0255 - Drugs Incident to Radiology,23975,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/RADIOLOGY/RADIOPHARMACEUTICALS/0255 - DRUGS INCIDENT TO RADIOLOGY
0256 - Experimental Drugs,23976,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/MEDICATIONS/PHARMACY/0256 - EXPERIMENTAL DRUGS
0257 - Non-prescription drugs,23977,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/MEDICATIONS/PHARMACY/0257 - NON-PRESCRIPTION DRUGS
0258 - IV Solutions,23978,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/MEDICATIONS/PHARMACY/0258 - IV SOLUTIONS
0259 - Other Pharmacy,23979,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/MEDICATIONS/PHARMACY/0259 - OTHER PHARMACY
0260 - General classification for IV therapy,23787,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/IV THERAPY/0260 - GENERAL CLASSIFICATION FOR IV THERAPY FOR IV THERAPY
0262 - IV Therapy/Pharmacy Svcs,23789,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/IV THERAPY/0262 - IV THERAPY/PHARMACY SVCS
0263 - IV Therapy/Drug/Supply Delivery,23790,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/IV THERAPY/0263 - IV THERAPY/DRUG/SUPPLY DELIVERY
0264 - IV Therapy/Supplies,23791,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/IV THERAPY/0264 - IV THERAPY/SUPPLIES
0269 - Other IV Therapy,23792,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/IV THERAPY/0269 - OTHER IV THERAPY
"0270 - General classification for medical, surgical supplies and devices",23802,"/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/MEDICAL AND SURGICAL SUPPLIES AND DEVICES/FACILITY CHARGES FOR MEDICAL/SURGICAL SUPPLIES AND DEVICES/0270 - GENERAL CLASSIFICATION FOR MEDICAL, SURGICAL SUPPLIES AND DEVICES"
0271 - Non Sterile Supply,23803,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/MEDICAL AND SURGICAL SUPPLIES AND DEVICES/FACILITY CHARGES FOR MEDICAL/SURGICAL SUPPLIES AND DEVICES/0271 - NON STERILE SUPPLY
0272 - Sterile Supply,23804,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/MEDICAL AND SURGICAL SUPPLIES AND DEVICES/FACILITY CHARGES FOR MEDICAL/SURGICAL SUPPLIES AND DEVICES/0272 - STERILE SUPPLY
0273 - Take Home Supplies,23805,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/MEDICAL AND SURGICAL SUPPLIES AND DEVICES/FACILITY CHARGES FOR MEDICAL/SURGICAL SUPPLIES AND DEVICES/0273 - TAKE HOME SUPPLIES
0275 - Pacemaker,23807,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/MEDICAL AND SURGICAL SUPPLIES AND DEVICES/FACILITY CHARGES FOR MEDICAL/SURGICAL SUPPLIES AND DEVICES/0275 - PACEMAKER
0276 - Intraocular Lens,23808,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/PROSTHETIC AND ORTHOTIC/0276 - INTRAOCULAR LENS
0277 - Oxygen - Take Home,23809,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/MEDICAL AND SURGICAL SUPPLIES AND DEVICES/FACILITY CHARGES FOR MEDICAL/SURGICAL SUPPLIES AND DEVICES/0277 - OXYGEN - TAKE HOME
0278 - Other Implants,23810,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/PROSTHETIC AND ORTHOTIC/0278 - OTHER IMPLANTS
0279 - Other Supplies/Devices,23811,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/MEDICAL AND SURGICAL SUPPLIES AND DEVICES/FACILITY CHARGES FOR MEDICAL/SURGICAL SUPPLIES AND DEVICES/0279 - OTHER SUPPLIES/DEVICES
0280 - General classification for oncology,24069,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/ONCOLOGY/0280 - GENERAL CLASSIFICATION FOR ONCOLOGY
0289 - Other Oncology,24070,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/ONCOLOGY/0289 - OTHER ONCOLOGY
0290 - General classification for durable medical equipment (other than renal),23837,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/DURABLE MEDICAL EQUIPMENT/DURABLE MEDICAL EQUIPMENT (OTHER THAN RENTAL)/0290 - GENERAL CLASSIFICATION FOR DURABLE MEDICAL EQUIPMENT (OTHER THAN RENAL)
0291 - Rental of durable medical equipment,23838,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/DURABLE MEDICAL EQUIPMENT/DURABLE MEDICAL EQUIPMENT (OTHER THAN RENTAL)/0291 - RENTAL OF DURABLE MEDICAL EQUIPMENT
0292 - Purchase of New DME,23839,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/DURABLE MEDICAL EQUIPMENT/DURABLE MEDICAL EQUIPMENT (OTHER THAN RENTAL)/0292 - PURCHASE OF NEW DME
0293 - Purchase of Used DME,23840,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/DURABLE MEDICAL EQUIPMENT/DURABLE MEDICAL EQUIPMENT (OTHER THAN RENTAL)/0293 - PURCHASE OF USED DME
0294 - Supplies or Drugs for DME (Home Health Agency only),23841,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/DURABLE MEDICAL EQUIPMENT/DURABLE MEDICAL EQUIPMENT (OTHER THAN RENTAL)/0294 - SUPPLIES OR DRUGS FOR DME (HOME HEALTH AGENCY ONLY)
0299 - Other Durable Medical Equipment,23842,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/DURABLE MEDICAL EQUIPMENT/DURABLE MEDICAL EQUIPMENT (OTHER THAN RENTAL)/0299 - OTHER DURABLE MEDICAL EQUIPMENT
0300 - General classification for laboratory facility charges,23993,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/PATHOLOGY AND LABORATORY/DIAGNOSTIC AND CLINICAL LABORATORY/0300 - GENERAL CLASSIFICATION FOR LABORATORY FACILITY CHARGES
0301 - Chemistry facility charges,23994,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/PATHOLOGY AND LABORATORY/DIAGNOSTIC AND CLINICAL LABORATORY/0301 - CHEMISTRY FACILITY CHARGES
0302 - Immunology facility charges,23995,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/PATHOLOGY AND LABORATORY/DIAGNOSTIC AND CLINICAL LABORATORY/0302 - IMMUNOLOGY FACILITY CHARGES
0303 - Renal Patient (Home),23996,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/PATHOLOGY AND LABORATORY/DIAGNOSTIC AND CLINICAL LABORATORY/0303 - RENAL PATIENT (HOME)
0304 - Non-Routine Dialysis,23997,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/PATHOLOGY AND LABORATORY/DIAGNOSTIC AND CLINICAL LABORATORY/0304 - NON-ROUTINE DIALYSIS
0305 - Hematology facility charges,23998,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/PATHOLOGY AND LABORATORY/DIAGNOSTIC AND CLINICAL LABORATORY/0305 - HEMATOLOGY FACILITY CHARGES
0306 - Bacteriology and microbiology,23999,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/PATHOLOGY AND LABORATORY/DIAGNOSTIC AND CLINICAL LABORATORY/0306 - BACTERIOLOGY AND MICROBIOLOGY
0307 - Urology,24000,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/PATHOLOGY AND LABORATORY/DIAGNOSTIC AND CLINICAL LABORATORY/0307 - UROLOGY
0309 - Other Laboratory,24001,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/PATHOLOGY AND LABORATORY/DIAGNOSTIC AND CLINICAL LABORATORY/0309 - OTHER LABORATORY
0310 - General classification for pathology laboratory facility charges,24002,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/PATHOLOGY AND LABORATORY/PATHOLOGY/0310 - GENERAL CLASSIFICATION FOR PATHOLOGY LABORATORY FACILITY CHARGES
0311 - Cytology,60463,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/PATHOLOGY AND LABORATORY/PATHOLOGY/0311 - CYTOLOGY
0312 - Histology,24004,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/PATHOLOGY AND LABORATORY/PATHOLOGY/0312 - HISTOLOGY
0314 - Biopsy facility charges,24005,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/PATHOLOGY AND LABORATORY/PATHOLOGY/0314 - BIOPSY FACILITY CHARGES
0319 - Other Laboratory Pathological,24006,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/PATHOLOGY AND LABORATORY/PATHOLOGY/0319 - OTHER LABORATORY PATHOLOGICAL
0320 - General classification for facility charges for radiology,24072,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/RADIOLOGY/FACILITY CHARGES FOR X-RAYS/0320 - GENERAL CLASSIFICATION FOR FACILITY CHARGES FOR RADIOLOGY
0321 - Angiocardiography,24073,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/RADIOLOGY/FACILITY CHARGES FOR X-RAYS/0321 - ANGIOCARDIOGRAPHY
0322 - Arthrography,24074,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/RADIOLOGY/FACILITY CHARGES FOR X-RAYS/0322 - ARTHROGRAPHY
0323 - Arteriography,24075,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/RADIOLOGY/FACILITY CHARGES FOR X-RAYS/0323 - ARTERIOGRAPHY
0324 - Chest X-Ray,24076,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/RADIOLOGY/FACILITY CHARGES FOR X-RAYS/0324 - CHEST X-RAY
0329 - Other Radiology-Diagnostic,24077,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/RADIOLOGY/FACILITY CHARGES FOR X-RAYS/0329 - OTHER RADIOLOGY-DIAGNOSTIC
0330 - General classification for other therapeutic radiology,24027,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/RADIOLOGY/FACILITY CHARGES FOR THERAPEUTIC RADIOLOGY SERVICES/0330 - GENERAL CLASSIFICATION
0331 - Facility charges for injected chemotherapy using radioactive substances,24028,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/CHEMOTHERAPY/0331 - FACILITY CHARGES FOR INJECTED CHEMOTHERAPY USING RADIOACTIVE SUBSTANCES
0332 - Facility charges for oral chemotherapy using radioactive substances,24029,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/CHEMOTHERAPY/0332 - FACILITY CHARGES FOR ORAL CHEMOTHERAPY USING RADIOACTIVE SUBSTANCES
0333 - Radiation Therapy,24030,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/RADIOLOGY/FACILITY CHARGES FOR THERAPEUTIC RADIOLOGY SERVICES/0333 - RADIATION THERAPY
0335 - Facility charges for intravenous chemotherapy using radioactive substances,24031,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/CHEMOTHERAPY/0335 - FACILITY CHARGES FOR INTRAVENOUS CHEMOTHERAPY USING RADIOACTIVE SUBSTANCES
0339 - Other Radiology-Therapeutic,24032,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/RADIOLOGY/FACILITY CHARGES FOR THERAPEUTIC RADIOLOGY SERVICES/0339 - OTHER RADIOLOGY-THERAPEUTIC
0340 - General classification for nuclear medicine facility charges,24041,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/RADIOLOGY/NUCLEAR MEDICINE FACILITY CHARGES/0340 - GENERAL CLASSIFICATION
0341 - Diagnostic nuclear medicine facility charges,24042,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/RADIOLOGY/NUCLEAR MEDICINE FACILITY CHARGES/0341 - DIAGNOSTIC
0342 - Therapeutic nuclear medicine facility charges,24043,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/RADIOLOGY/NUCLEAR MEDICINE FACILITY CHARGES/0342 - THERAPEUTIC
0343 - Diagnostic Radiopharmaceuticals,68371,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/RADIOLOGY/NUCLEAR MEDICINE FACILITY CHARGES/0343 - DIAGNOSTIC RADIOPHARMACEUTICALS
0344 - Therapeutic Radiopharmaceuticals,68372,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/RADIOLOGY/NUCLEAR MEDICINE FACILITY CHARGES/0344 - THERAPEUTIC RADIOPHARMACEUTICALS
0349 - Other Nuclear Medicine,24044,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/RADIOLOGY/NUCLEAR MEDICINE FACILITY CHARGES/0349 - OTHER NUCLEAR MEDICINE
0350 - General classification,24050,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/RADIOLOGY/FACILITY CHARGES FOR CT SCANS/0350 - GENERAL CLASSIFICATION
0351 - Head CT scan,24051,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/RADIOLOGY/FACILITY CHARGES FOR CT SCANS/0351 - HEAD CT SCAN
0352 - Body CT scan,24052,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/RADIOLOGY/FACILITY CHARGES FOR CT SCANS/0352 - BODY CT SCAN
0359 - Other CT scan,24053,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/RADIOLOGY/FACILITY CHARGES FOR CT SCANS/0359 - OTHER CT SCAN
0360 - General classification for operating room charges,24054,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/OPERATING ROOM CHARGES/0360 - GENERAL CLASSIFICATION FOR OPERATING ROOM CHARGES
0361 - Operating room charges for minor surgery,24055,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/OPERATING ROOM CHARGES/0361 - OPERATING ROOM CHARGES FOR MINOR SURGERY
0362 - Operating room charges for organ transplant - other than kidney,24056,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/SURGICAL CHARGES/TRANSPLANTATION CHARGES/0362 - OPERATING ROOM CHARGES FOR ORGAN TRANSPLANT - OTHER THAN KIDNEY
0367 - Operating room charges for kidney transplant,24057,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/SURGICAL CHARGES/TRANSPLANTATION CHARGES/0367 - OPERATING ROOM CHARGES FOR KIDNEY TRANSPLANT
0369 - Other Operating Room Services,24058,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/OPERATING ROOM CHARGES/0369 - OTHER OPERATING ROOM SERVICES
0370 - General classification for anesthesia facility charges,23920,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/ANESTHESIA/0370 - GENERAL CLASSIFICATION FOR ANESTHESIA FACILITY CHARGES
0371 - Anesthesia Incident to Radiology,23921,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/ANESTHESIA/0371 - ANESTHESIA INCIDENT TO RADIOLOGY
0372 - Anesthesia Incident to Other Diagnostic Services,23922,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/ANESTHESIA/0372 - ANESTHESIA INCIDENT TO OTHER DIAGNOSTIC SERVICES
0374 - Anesthesia - Acupuncture,23923,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/ANESTHESIA/0374 - ANESTHESIA - ACUPUNCTURE
0379 - Other Anesthesia,23924,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/ANESTHESIA/0379 - OTHER ANESTHESIA
0380 - General classification for blood products,24017,"/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/BLOOD PRODUCTS, STORAGE AND PROCESSING/BLOOD PRODUCTS/0380 - GENERAL CLASSIFICATION FOR BLOOD PRODUCTS"
0381 - Packed Red Cells,24018,"/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/BLOOD PRODUCTS, STORAGE AND PROCESSING/BLOOD PRODUCTS/PACKED RED BLOOD CELLS/0381 - PACKED RED CELLS"
0382 - Whole Blood,24019,"/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/BLOOD PRODUCTS, STORAGE AND PROCESSING/BLOOD PRODUCTS/WHOLE BLOOD/0382 - WHOLE BLOOD"
0383 - Plasma,24020,"/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/BLOOD PRODUCTS, STORAGE AND PROCESSING/BLOOD PRODUCTS/0383 - PLASMA"
0384 - Platelets,24021,"/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/BLOOD PRODUCTS, STORAGE AND PROCESSING/BLOOD PRODUCTS/0384 - PLATELETS"
0385 - Leucocytes,24022,"/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/BLOOD PRODUCTS, STORAGE AND PROCESSING/BLOOD PRODUCTS/0385 - LEUCOCYTES"
0386 - Other blood components,24023,"/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/BLOOD PRODUCTS, STORAGE AND PROCESSING/BLOOD PRODUCTS/0386 - OTHER BLOOD COMPONENTS"
0387 - Other Derivatives (Cryopricipitates),24024,"/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/BLOOD PRODUCTS, STORAGE AND PROCESSING/BLOOD PRODUCTS/0387 - OTHER DERIVATIVES (CRYOPRICIPITATES)"
0389 - Other Blood,24025,"/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/BLOOD PRODUCTS, STORAGE AND PROCESSING/BLOOD PRODUCTS/0389 - OTHER BLOOD"
0390 - General classification for blood storage and processing,23874,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/AMBULATORY SURGICAL SERVICES/BLOOD PROCESSING AND STORAGE/0390 - GENERAL CLASSIFICATION FOR BLOOD STORAGE AND PROCESSING
"0392 -  Administration , Processing and Storage for Blood and Blood Components - Processing and Storage",2016175,"/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/AMBULATORY SURGICAL SERVICES/BLOOD PROCESSING AND STORAGE/0392 -  ADMINISTRATION , PROCESSING AND STORAGE FOR BLOOD AND BLOOD COMPONENTS - PROCESSING AND STORAGE"
0399 - Other Blood Storage and Processing,23876,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/AMBULATORY SURGICAL SERVICES/BLOOD PROCESSING AND STORAGE/0399 - OTHER BLOOD STORAGE AND PROCESSING
0400 - General classification for other imaging services,23877,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/RADIOLOGY/FACILITY CHARGES FOR OTHER DIAGNOSTIC RADIOLOGY IMAGING SERVICES/0400 - GENERAL CLASSIFICATION FOR OTHER IMAGING SERVICES
0401 - Diagnostic Mammography,23878,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/RADIOLOGY/FACILITY CHARGES FOR OTHER DIAGNOSTIC RADIOLOGY IMAGING SERVICES/0401 - DIAGNOSTIC MAMMOGRAPHY
0402 - Facility charges for ultrasound,23879,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/RADIOLOGY/FACILITY CHARGES FOR OTHER DIAGNOSTIC RADIOLOGY IMAGING SERVICES/0402 - ULTRASOUND
0403 - Screening mammography facility charges,23880,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/RADIOLOGY/FACILITY CHARGES FOR OTHER DIAGNOSTIC RADIOLOGY IMAGING SERVICES/0403 - SCREENING MAMMOGRAPHY FACILITY CHARGES
0404 - Positron Emission Tomography,23881,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/RADIOLOGY/FACILITY CHARGES FOR OTHER DIAGNOSTIC RADIOLOGY IMAGING SERVICES/0404 - POSITRON EMISSION TOMOGRAPHY
0409 - Other Imaging Service,23882,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/RADIOLOGY/FACILITY CHARGES FOR OTHER DIAGNOSTIC RADIOLOGY IMAGING SERVICES/0409 - OTHER IMAGING SERVICE
0410 - General classification for respiratory services,23949,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/RESPIRATORY SERVICES/0410 - GENERAL CLASSIFICATION FOR RESPIRATORY SERVICES
0412 - Inhalation Services,23950,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/RESPIRATORY SERVICES/0412 - INHALATION SERVICES
0413 - Hyperbaric Oxygen Therapy,23951,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/RESPIRATORY SERVICES/0413 - HYPERBARIC OXYGEN THERAPY
0419 - Other Respiratory Services,23952,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/RESPIRATORY SERVICES/0419 - OTHER RESPIRATORY SERVICES
0420 - General classification for physical therapy,23942,"/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/PT,OT,SLP/PHYSICAL THERAPY/0420 - GENERAL CLASSIFICATION FOR PHYSICAL THERAPY"
0421 - Physical therapy visit charge,23943,"/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/PT,OT,SLP/PHYSICAL THERAPY/0421 - PHYSICAL THERAPY VISIT CHARGE"
0422 - Physical therapy visit hourly charge,23944,"/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/PT,OT,SLP/PHYSICAL THERAPY/0422 - PHYSICAL THERAPY VISIT HOURLY CHARGE"
0423 - Physcial therapy group visit rate,23945,"/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/PT,OT,SLP/PHYSICAL THERAPY/0423 - PHYSCIAL THERAPY GROUP VISIT RATE"
0424 - Physical therapy evaluation or re-evaluation,23946,"/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/PT,OT,SLP/PHYSICAL THERAPY/0424 - PHYSICAL THERAPY EVALUATION OR RE-EVALUATION"
0429 - Other physical therapy,23947,"/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/PT,OT,SLP/PHYSICAL THERAPY/0429 - OTHER PHYSICAL THERAPY"
0430 - General classification for occupational therapy,23936,"/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/PT,OT,SLP/OCCUPATIONAL THERAPY/0430 - GENERAL CLASSIFICATION FOR OCCUPATIONAL THERAPY"
0431 - Occupational therapy visit charge,23937,"/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/PT,OT,SLP/OCCUPATIONAL THERAPY/0431 - OCCUPATIONAL THERAPY VISIT CHARGE"
0432 - Occupational therapy visit hourly charge,23938,"/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/PT,OT,SLP/OCCUPATIONAL THERAPY/0432 - OCCUPATIONAL THERAPY VISIT HOURLY CHARGE"
0433 - Occupational therapy group visit rate,23939,"/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/PT,OT,SLP/OCCUPATIONAL THERAPY/0433 - OCCUPATIONAL THERAPY GROUP VISIT RATE"
